,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,0.000520291363163372,0.000921658986175115,0,0,0.000939555277168807,0.00916895890639327,0.00631136044880785,0.00155791788856305,0.0109447004608295,0.0492831541218638,0.0607837909890696,0.0555399719495091,0.0459114778694674,0.0555138784696174,0.0247894485936755,0.00750187546886722,0.0132205182443152,0.00768049155145929,0.00133850890108419,0.0362590647661915,0.0379506641366224,0.0365591397849462,0.0140252454417952,0.00126502213788741,0,0,0.00716845878136201,0.0156402737047898,0.0476858345021038,0.0331976197932978,0.01743679163034,0.0040604556733589,0.0021505376344086,0.0368663594470046,0.00201612903225806,0,0.00806451612903226,0.00661703887510339,0.0248138957816377,0.0393799748638458,0.00501792114695341,0.00293255131964809,0.0120524636653669,0.00552995391705069,0.012450481041313,0.00280504908835905,0.00620347394540943,0.00537634408602151,0.00537634408602151,0.0136852394916911,0.032258064516129,0.0093841642228739,0.00454338936846888,0.0033255736614566,0.00624349635796046,0,0,0,0,0,0,0,0,0.0111305781716995,0.0102851799906498,0.00117302052785924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450112528132033
1,0.00126728110599078,0.00224489795918367,0,0,0.00228848821081831,0.0223329641934293,0.0153726708074534,0.00379464285714286,0.0266581632653061,0.120039682539683,0.148051948051948,0.13527950310559,0.111827242524917,0.135215946843854,0.0603800140745954,0.0182724252491694,0.0322014051522248,0.0187074829931973,0.0032602252519265,0.0883167220376523,0.092436974789916,0.089047619047619,0.0341614906832298,0.0030812324929972,0,0,0.0174603174603175,0.0380952380952381,0.116149068322981,0.0808599167822469,0.0424710424710425,0.00989010989010989,0.00523809523809524,0.0897959183673469,0.00491071428571429,0,0.0196428571428571,0.0161172161172161,0.0604395604395604,0.0959183673469388,0.0122222222222222,0.00714285714285714,0.0293563579277865,0.013469387755102,0.0303258145363409,0.00683229813664596,0.0151098901098901,0.0130952380952381,0.0130952380952381,0.0333333333333333,0.0785714285714286,0.0228571428571429,0.0110663983903421,0.00810014727540501,0.0152073732718894,0,0,0,0,0,0,0,0,0.027110908261068,0.0250517598343685,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109634551495017
2,0.000406614258606668,0.000720288115246098,0,0,0.000734274292241168,0.0071656569604586,0.00493240774570698,0.00121753246753247,0.00855342136854742,0.038515406162465,0.0475032988401972,0.0434051881622214,0.0358803986710963,0.0433847957787766,0.0193732665479985,0.00586281024037522,0.0103320016531203,0.00600240096038415,0.00104606157815823,0.0283369161618136,0.0296589223924864,0.0285714285714286,0.0109609061015711,0.000988630746416213,0,0,0.00560224089635854,0.0122230710466005,0.0372670807453416,0.0259443583258546,0.0136270724506019,0.00317329729094435,0.00168067226890756,0.0288115246098439,0.00157563025210084,0,0.00630252100840336,0.00517129928894635,0.0193923723335488,0.0307759467423333,0.00392156862745098,0.00229182582123759,0.00941915227629513,0.00432172869147659,0.00973020787262273,0.00219218122031421,0.0048480930833872,0.00420168067226891,0.00420168067226891,0.0106951871657754,0.0252100840336134,0.00733384262796028,0.00355071606107232,0.00259897773542407,0.00487937110328002,0,0,0,0,0,0,0,0,0.00869868714258866,0.00803799780781878,0.000916730328495034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351768614422513
3,0.000152160681679854,0.000269541778975741,0,0,0.000274775599926727,0.00268148798205841,0.00184577522559475,0.000455617495711835,0.00320080862533693,0.0144129979035639,0.0177763917043505,0.0162428219852338,0.0134269416410706,0.01623519087319,0.00724974440003718,0.00219394471259324,0.00386637797711104,0.00224618149146451,0.000391450716354811,0.0106040661108673,0.0110987791342952,0.0106918238993711,0.00410172272354389,0.000369959304476508,0,0,0.00209643605870021,0.00457404230989137,0.0139458572600492,0.00970873786407767,0.00509943906170321,0.00118749175352949,0.000628930817610063,0.0107816711590297,0.000589622641509434,0,0.00235849056603774,0.0019351717464925,0.00725689404934688,0.0115167851016908,0.00146750524109015,0.000857632933104631,0.00352477710968277,0.00161725067385445,0.00364117841774247,0.000820344544708778,0.00181422351233672,0.00157232704402516,0.00157232704402516,0.00400228702115495,0.00943396226415094,0.00274442538593482,0.00132872707945788,0.000972573429293912,0.00182592818015825,0,0,0,0,0,0,0,0,0.00325516908794985,0.00300792999726552,0.000343053173241852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131636682755595
4,0.000254462887566552,0.000450762829403606,0,0,0.000459515505702705,0.00448433305737438,0.00308674546222035,0.000761942850838482,0.00535280859916782,0.0241032901833873,0.0297279948647998,0.027163360067539,0.0224542786181982,0.0271505983291939,0.0121239657563729,0.0036689997742154,0.00646586025783861,0.00375635691169672,0.000654634814486565,0.0177334989087078,0.0185608223872073,0.0178802588996764,0.00685943436048966,0.000618694079573577,0,0,0.0035059331175836,0.00764930862018241,0.0233220768256648,0.0162362145348289,0.0085279454211493,0.00198587819947043,0.00105177993527508,0.0180305131761442,0.000986043689320388,0,0.00394417475728155,0.00323624595469256,0.0121359223300971,0.019259866347245,0.00245415318230852,0.0014342453662842,0.00589459084604716,0.00270457697642164,0.00608925225685573,0.00137188687209793,0.00303398058252427,0.0026294498381877,0.0026294498381877,0.00669314504265961,0.0157766990291262,0.00458958517210944,0.00222207028579242,0.00162646381743569,0.00305355465079862,0,0,0,0,0,0,0,0,0.005443717236887,0.00503025186435908,0.000573698146513681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220139986452924
5,0.000229223972659832,0.000406053894425987,0,0,0.000413938436065327,0.00403955424687352,0.00278058645096057,0.000686369509043928,0.0048218899963086,0.0217126040769452,0.0267794221282593,0.024469160768453,0.0202271498107085,0.0244576648037978,0.0109214495742162,0.00330508983835106,0.00582454356758589,0.0033837824535499,0.000589704825929857,0.0159746008853635,0.0167198662410701,0.0161068044788975,0.00617908100213459,0.000557328874702336,0,0,0.00315819695664657,0.00689061154177433,0.0210088754072576,0.0146258247409749,0.00768210070535652,0.00178890876565295,0.000947459086993971,0.0162421557770395,0.000888242894056848,0,0.00355297157622739,0.00291525872921222,0.0109322202345458,0.0173495754891104,0.0022107378696526,0.00129198966408269,0.00530993554249368,0.00243632336655592,0.00548528945101772,0.00123581620042692,0.00273305505863645,0.00236864771748493,0.00236864771748493,0.00602928509905254,0.0142118863049096,0.0041343669250646,0.00200167412745205,0.00146514291803191,0.00275068767191798,0,0,0,0,0,0,0,0,0.00490378185600713,0.00453132606823203,0.000516795865633075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198305390301064
6,0.000394460028050491,0.000698757763975155,0,0,0.000712325875897003,0.00695146612740142,0.00478497164461248,0.00118113883399209,0.00829774844720497,0.0373641304347826,0.0460833632770392,0.0421077504725898,0.0348078867542973,0.0420879676440849,0.0187941743414007,0.00568756319514661,0.0100231646471846,0.00582298136645963,0.00101479343315894,0.027489888776542,0.028772378516624,0.0277173913043478,0.0106332703213611,0.000959079283887468,0,0,0.00543478260869565,0.0118577075098814,0.0361531190926276,0.0251688476150274,0.013219741480611,0.0030784432958346,0.0016304347826087,0.0279503105590062,0.00152853260869565,0,0.00611413043478261,0.00501672240802676,0.0188127090301003,0.0298560135516657,0.00380434782608696,0.00222332015810277,0.00913760152890588,0.00419254658385093,0.00943935926773455,0.00212665406427221,0.00470317725752508,0.00407608695652174,0.00407608695652174,0.0103754940711462,0.0244565217391304,0.00711462450592885,0.00344458052663809,0.00252129090094128,0.00473352033660589,0,0,0,0,0,0,0,0,0.00843867203778303,0.00779773156899811,0.000889328063241107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341253791708797
7,0.00046966642228739,0.000831980519480519,0,0,0.000848135481023831,0.00827680878552972,0.00569725790513834,0.00140633070764463,0.00987976866883117,0.0444878472222222,0.0548694590533434,0.0501358695652174,0.0414442389006342,0.0501123150105708,0.0223774070756829,0.00677193446088795,0.0119341467958271,0.006933170995671,0.00120827046397586,0.0327310165609584,0.0342580213903743,0.0330018939393939,0.0126605731225296,0.00114193404634581,0,0,0.0064709595959596,0.0141184573002755,0.0430459486166008,0.029967453662842,0.015740171990172,0.0036653687221869,0.00194128787878788,0.0332792207792208,0.00181995738636364,0,0.00727982954545455,0.00597319347319347,0.0223994755244755,0.0355482585596222,0.00452967171717172,0.00264721074380165,0.0108797452547453,0.00499188311688312,0.0112390350877193,0.00253211462450593,0.00559986888111888,0.0048532196969697,0.0048532196969697,0.012353650137741,0.0291193181818182,0.00847107438016529,0.00410131241997439,0.00300199156513589,0.00563599706744868,0,0,0,0,0,0,0,0,0.0100475602672088,0.00928442028985507,0.00105888429752066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406316067653277
8,0.000324020737327189,0.000573979591836735,0,0,0.000585124826629681,0.00571013289036545,0.00393051242236025,0.000970221185064935,0.00681600765306122,0.0306919642857143,0.0378541912632822,0.0345885093167702,0.0285921926910299,0.0345722591362126,0.0154380717804363,0.004671926910299,0.00823331381733021,0.00478316326530612,0.000833580320094843,0.0225809800664452,0.0236344537815126,0.0227678571428571,0.00873447204968944,0.00078781512605042,0,0,0.00446428571428571,0.00974025974025974,0.0296972049689441,0.0206744105409154,0.0108590733590734,0.00252872127872128,0.00133928571428571,0.0229591836734694,0.00125558035714286,0,0.00502232142857143,0.00412087912087912,0.0154532967032967,0.0245245825602968,0.003125,0.0018262987012987,0.00750588697017268,0.00344387755102041,0.00775375939849624,0.00174689440993789,0.00386332417582418,0.00334821428571429,0.00334821428571429,0.00852272727272727,0.0200892857142857,0.00584415584415584,0.002829476861167,0.00207106038291605,0.00388824884792627,0,0,0,0,0,0,0,0,0.00693176631675034,0.00640527950310559,0.000730519480519481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028031561461794
9,0.000448028673835125,0.000793650793650794,0,0,0.000809061488673139,0.00789549239161642,0.00543478260869565,0.0013415404040404,0.00942460317460317,0.0424382716049383,0.0523415977961433,0.0478260869565217,0.0395348837209302,0.0478036175710594,0.0213464696223317,0.00645994832041344,0.011384335154827,0.00661375661375661,0.00115260488704472,0.0312230835486649,0.0326797385620915,0.0314814814814815,0.0120772946859903,0.00108932461873638,0,0,0.00617283950617284,0.0134680134680135,0.0410628019323672,0.0285868392664509,0.015015015015015,0.0034965034965035,0.00185185185185185,0.0317460317460317,0.00173611111111111,0,0.00694444444444444,0.0056980056980057,0.0213675213675214,0.0339105339105339,0.00432098765432099,0.00252525252525253,0.0103785103785104,0.00476190476190476,0.0107212475633528,0.00241545893719807,0.00534188034188034,0.00462962962962963,0.00462962962962963,0.0117845117845118,0.0277777777777778,0.00808080808080808,0.00391236306729264,0.00286368843069874,0.00537634408602151,0,0,0,0,0,0,0,0,0.00958466453674121,0.00885668276972625,0.00101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387596899224806
