,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
0,0.0299038803844785,0.0240137221269297,0.0372825655844524,0.0235680713237176,0.0313295304958315,0.0287120590648072,0.0239578762615182,0.0449618627057407,0.0383809063054346,0.0422135957389185,0.0270754716981132,0.0317959468902865,0.0368582711715665,0.0374808771035186,0.0145137880986938,0.00600343053173242,0.00129485756566778,0,0.000600343053173242,0,0.000737851797196163,0,0.00495283018867925,0.0185731132075472,0.0161531152436541,0.00541634426522231,0.00574241181296144,0.00343053173241852,0.0169327527818094,0.00880503144654088,0.0129485756566778,0.00574241181296144,0,0,0,0,0.00143560295324036,0,0,0,0,0,0,0,0,0,0,0.00107378432274889,0,0,0.0014201663623453,0.00216517166718218,0.00388457269700333,0.000628930817610063,0,0,0,0,0.00200114351057747,0.000820344544708778,0,0,0,0,0,0,0,0,0,0.00186021791124103,0.00287120590648072,0.00109153282395135,0.00689946493945367,0.00550314465408805,0.00671570195075152,0,0,0.00440251572327044,0.00191413727098715,0.00707547169811321,0.00240137221269297,0.0110062893081761,0.00440251572327044,0.0032611227579781,0.00213024954351795,0.00227716330513988,0,0.00338655055636188,0,0.000355041590586326,0,0.00032611227579781,0
1,0.00649995486142457,0.00521966072205307,0.00810379757748179,0.00512279335676157,0.00680983643039947,0.00624089868941128,0.00520752197618783,0.00977298177746106,0.00834253465832413,0.00917561411139855,0.00588516746411483,0.00691121743753323,0.00801157227105819,0.00814690288374499,0.00315473999684526,0.00130491518051327,0.000281452293836195,0,0.000130491518051327,0,0.000160380636711128,0,0.00107655502392344,0.00403708133971292,0.00351106674469037,0.00117730517863342,0.00124817973788225,0.000745665817436152,0.00368052999631947,0.00191387559808612,0.00281452293836195,0.00124817973788225,0,0,0,0,0.000312044934470564,0,0,0,0,0,0,0,0,0,0,0.000233399463181235,0,0,0.000308689612594536,0.000470625147070358,0.000844356881508584,0.000136705399863295,0,0,0,0,0.000434971726837756,0.000178311391126036,0,0,0,0,0,0,0,0,0,0.000404339915088618,0.000624089868941127,0.000237257305547867,0.00149967864029137,0.00119617224880383,0.00145973562565891,0,0,0.000956937799043062,0.000416059912627418,0.00153793574846206,0.000521966072205307,0.00239234449760766,0.000956937799043062,0.000708842814105972,0.000463034418891804,0.000494967827091239,0,0.000736105999263894,0,7.7172403148634e-05,0,7.08842814105972e-05,0
2,0.0115587285398606,0.00928200928200928,0.0144108072036,0.00910975215043737,0.0121097842028075,0.0110980545763154,0.00926042321391159,0.0173790812088684,0.0148353481686815,0.0163167952641637,0.0104654654654655,0.0122900678456234,0.0142468049444794,0.0144874604334064,0.00561000561000561,0.00232050232050232,0.0005005005005005,0,0.000232050232050232,0,0.000285201402519838,0,0.00191441441441441,0.00717905405405405,0.00624365372566811,0.00209357622606834,0.00221961091526309,0.00132600132600133,0.00654500654500655,0.0034034034034034,0.005005005005005,0.00221961091526309,0,0,0,0,0.000554902728815772,0,0,0,0,0,0,0,0,0,0,0.000415049195537,0,0,0.000548936032807001,0.000836902476246738,0.0015015015015015,0.000243100243100243,0,0,0,0,0.000773500773500774,0.000317087273609013,0,0,0,0,0,0,0,0,0,0.000719028888042973,0.00110980545763154,0.000421909512818604,0.00266684595042804,0.00212712712712713,0.00259581615513819,0,0,0.0017017017017017,0.000739870305087696,0.00273487773487773,0.000928200928200928,0.00425425425425425,0.0017017017017017,0.0012605197790383,0.000823404049210501,0.000880190535362949,0,0.00130900130900131,0,0.00013723400820175,0,0.00012605197790383,0
3,0.00840370086057129,0.00674842644864058,0.0104772867085501,0.00662318798492562,0.00880434241322643,0.00806877075380939,0.00673273243364374,0.0126353516485185,0.0107859465461179,0.0118630233360313,0.00760885082084226,0.00893541650144077,0.0103580498979135,0.0105330169569998,0.00407871928214541,0.00168710661216015,0.000363885739877678,0,0.000168710661216015,0,0.000207353885293426,0,0.00139186295503212,0.00521948608137045,0.00453940915789852,0.00152212142295836,0.00161375415076188,0.000964060921234369,0.00475850582916964,0.00247442303116821,0.00363885739877678,0.00161375415076188,0,0,0,0,0.00040343853769047,0,0,0,0,0,0,0,0,0,0,0.000301758906240026,0,0,0.000399100488898099,0.000608464679795462,0.00109165721963304,0.000176744502226301,0,0,0,0,0.000562368870720048,0.000230536307251697,0,0,0,0,0,0,0,0,0,0.000522765429120045,0.000806877075380939,0.00030674665675639,0.00193891356919897,0.00154651439448013,0.00188727180343338,0,0,0.00123721151558411,0.000537918050253959,0.00198837565004589,0.000674842644864058,0.00309302878896027,0.00123721151558411,0.000916452974506746,0.000598650733347148,0.000639936990819365,0,0.000951701165833928,0,9.97751222245247e-05,0,9.16452974506746e-05,0
4,0.0147433084686266,0.0118393234672304,0.018381171869544,0.0116196072572747,0.0154461871281774,0.0141557128412538,0.0118117901568415,0.0221672439386442,0.0189226793877957,0.0208122844108156,0.0133488372093023,0.0156761412575366,0.0181719848566793,0.0184789440603394,0.00715563506261181,0.00295983086680761,0.000638394892840857,0,0.000295983086680761,0,0.000363778095361829,0,0.00244186046511628,0.00915697674418605,0.00796386146896436,0.00267038368424914,0.00283114256825076,0.00169133192389006,0.00834824090638044,0.00434108527131783,0.00638394892840857,0.00283114256825076,0,0,0,0,0.00070778564206269,0,0,0,0,0,0,0,0,0,0,0.000529400642843638,0,0,0.00070017504376094,0.00106747998475029,0.00191518467852257,0.000310077519379845,0,0,0,0,0.00098661028893587,0.000404448938321537,0,0,0,0,0,0,0,0,0,0.000917130691123485,0.00141557128412538,0.000538151066692293,0.00340159666782367,0.00271317829457364,0.00331099724083563,0,0,0.00217054263565891,0.000943714189416919,0.00348837209302326,0.00118393234672304,0.00542635658914729,0.00217054263565891,0.00160780935974734,0.00105026256564141,0.00112269446672013,0,0.00166964818127609,0,0.000175043760940235,0,0.000160780935974734,0
5,0.00984413453650533,0.00790513833992095,0.0122731427079253,0.00775843341712441,0.0103134479271992,0.00945179584120983,0.00788675429726997,0.0148011100832562,0.0126347082868822,0.0138964010817558,0.00891304347826087,0.0104669887278583,0.0121334681496461,0.0123384253819036,0.00477783086478739,0.00197628458498024,0.000426257459505541,0,0.000197628458498024,0,0.000242895312120476,0,0.0016304347826087,0.00611413043478261,0.00531748514232093,0.00178302016184337,0.00189035916824197,0.00112930547713156,0.00557413600891862,0.00289855072463768,0.00426257459505541,0.00189035916824197,0,0,0,0,0.000472589792060492,0,0,0,0,0,0,0,0,0,0,0.000353481795687522,0,0,0.000467508181393174,0.000712758374910905,0.00127877237851662,0.00020703933747412,0,0,0,0,0.000658761528326746,0.000270051309748852,0,0,0,0,0,0,0,0,0,0.000612369871402327,0.000945179584120983,0.000359324469996407,0.00227125243348475,0.00181159420289855,0.00221075902726603,0,0,0.00144927536231884,0.000630119722747322,0.00232919254658385,0.000790513833992095,0.0036231884057971,0.00144927536231884,0.00107353730542136,0.000701262272089762,0.000749625187406297,0,0.00111482720178372,0,0.000116877045348294,0,0.000107353730542136,0
6,0.0163229486616937,0.013107822410148,0.0203505831412808,0.012864565177697,0.0171011357490535,0.0156723963599596,0.0130773391022174,0.0245423057892133,0.0209501093222023,0.0230421720262602,0.0147790697674419,0.0173557278208441,0.0201189832341806,0.0204588309239472,0.00792231024789164,0.003276955602537,0.000706794345645235,0,0.0003276955602537,0,0.000402754319864882,0,0.00270348837209302,0.0101380813953488,0.00881713234063912,0.00295649622184726,0.00313447927199191,0.00187254605859257,0.00924269528920692,0.0048062015503876,0.00706794345645235,0.00313447927199191,0,0,0,0,0.000783619817997978,0,0,0,0,0,0,0,0,0,0,0.00058612214029117,0,0,0.000775193798449612,0.00118185284025925,0.0021203830369357,0.000343300110741971,0,0,0,0,0.001092318534179,0.000447782753141702,0,0,0,0,0,0,0,0,0,0.00101539469374386,0.00156723963599596,0.000595810109552181,0.00376605345366192,0.00300387596899225,0.00366574694521088,0,0,0.0024031007751938,0.0010448264239973,0.00386212624584718,0.0013107822410148,0.0060077519379845,0.0024031007751938,0.0017800746482917,0.00116279069767442,0.001242983159583,0,0.00184853905784138,0,0.000193798449612403,0,0.00017800746482917,0
7,0.00963468486551586,0.00773694390715667,0.012012012012012,0.00759336036569623,0.0100940128649184,0.00925069380203515,0.00771895101434933,0.0144861928474423,0.0123658847063102,0.0136007329736333,0.00872340425531915,0.0102442868400315,0.0118753092528451,0.012075905692927,0.00467617488894085,0.00193423597678917,0.000417188151856487,0,0.000193423597678917,0,0.000237727326756211,0,0.00159574468085106,0.00598404255319149,0.00520434716056942,0.00174508356265521,0.00185013876040703,0.00110527770102238,0.00545553737043099,0.00283687943262411,0.00417188151856487,0.00185013876040703,0,0,0,0,0.000462534690101758,0,0,0,0,0,0,0,0,0,0,0.000345960906417575,0,0,0.000457561198810341,0.00069759330310429,0.00125156445556946,0.000202634245187437,0,0,0,0,0.000644745325596389,0.000264305537201004,0,0,0,0,0,0,0,0,0,0.000599340725202278,0.000925069380203515,0.000351679268507122,0.00222292791362337,0.00177304964539007,0.00216372160115399,0,0,0.00141843971631206,0.000616712920135677,0.00227963525835866,0.000773694390715667,0.00354609929078014,0.00141843971631206,0.00105069608615708,0.000686341798215511,0.000733675715333822,0,0.0010911074740862,0,0.000114390299702585,0,0.000105069608615708,0
8,0.0058055152394775,0.00466200466200466,0.00723800723800724,0.00457548637420158,0.00608228980322004,0.00557413600891862,0.00465116279069767,0.00872885979268958,0.00745123822046899,0.00819531345847135,0.00525641025641026,0.00617283950617284,0.00715563506261181,0.00727650727650728,0.00281769512538743,0.00116550116550117,0.000251382604323781,0,0.000116550116550117,0,0.000143245953301819,0,0.000961538461538462,0.00360576923076923,0.00313595277624055,0.0010515247108307,0.00111482720178372,0.000666000666000666,0.00328731097961867,0.00170940170940171,0.00251382604323781,0.00111482720178372,0,0,0,0,0.000278706800445931,0,0,0,0,0,0,0,0,0,0,0.000208463623097769,0,0,0.000275709953129308,0.000420344682639765,0.000754147812971342,0.000122100122100122,0,0,0,0,0.000388500388500389,0.000159261028826246,0,0,0,0,0,0,0,0,0,0.000361141206211629,0.000557413600891862,0.000211909302818394,0.00133945656333716,0.00106837606837607,0.00130378096479791,0,0,0.000854700854700855,0.000371609067261241,0.00137362637362637,0.000466200466200466,0.00213675213675214,0.000854700854700855,0.000633111744222855,0.000413564929693962,0.000442086648983201,0,0.000657462195923734,0,6.8927488282327e-05,0,6.33111744222855e-05,0
9,0.00866660648189943,0.00695954762940409,0.0108050634366424,0.00683039114234877,0.00907978190719929,0.00832119825254837,0.0069433626349171,0.0130306423699481,0.0111233795444322,0.0122341521485314,0.00784688995215311,0.00921495658337764,0.0106820963614109,0.0108625371783267,0.00420631999579368,0.00173988690735102,0.000375269725114926,0,0.000173988690735102,0,0.00021384084894817,0,0.00143540669856459,0.00538277511961723,0.00468142232625383,0.00156974023817789,0.00166423965050967,0.00099422108991487,0.00490737332842596,0.0025518341307815,0.00375269725114926,0.00166423965050967,0,0,0,0,0.000416059912627418,0,0,0,0,0,0,0,0,0,0,0.000311199284241646,0,0,0.000411586150126048,0.000627500196093811,0.00112580917534478,0.000182273866484393,0,0,0,0,0.000579962302450341,0.000237748521501382,0,0,0,0,0,0,0,0,0,0.000539119886784824,0.000832119825254837,0.000316343074063822,0.00199957152038849,0.00159489633173844,0.00194631416754521,0,0,0.00127591706539075,0.000554746550169891,0.00205058099794942,0.000695954762940409,0.00318979266347687,0.00127591706539075,0.000945123752141296,0.000617379225189072,0.000659957102788319,0,0.000981474665685192,0,0.000102896537531512,0,9.45123752141296e-05,0
